City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
332,Port Lincoln,AU,-34.7333,135.8667,55.96,84,0,14.32,clear sky
333,Mocajuba,BR,-2.5842,-49.5072,89.71,49,18,5.86,few clouds
334,San Rafael,AR,-34.6177,-68.3301,68.09,19,31,11.95,scattered clouds
335,Luderitz,NA,-26.6481,15.1594,71.02,46,1,32.5,clear sky
336,Mamou,GN,10.5,-12.0,82.42,61,98,3.71,overcast clouds
337,Taperoa,BR,-7.2075,-36.8267,84.24,46,8,14.27,clear sky
338,Clinton,US,42.587,-82.9199,62.2,69,100,1.01,overcast clouds
339,Trinidad,BO,-14.8333,-64.9,85.98,66,40,11.5,scattered clouds
340,Mehtar Lam,AF,34.6714,70.2094,77.22,13,0,2.28,clear sky
341,Tupiza,BO,-21.45,-65.7167,58.1,3,0,23.4,clear sky
342,Parana,AR,-31.732,-60.5238,60.55,84,100,12.53,moderate rain
343,Murashi,RU,59.3999,48.9615,45.0,95,99,3.04,overcast clouds
344,Phan Thiet,VN,10.9333,108.1,79.54,85,100,5.19,overcast clouds
345,Garowe,SO,8.4054,48.4845,90.66,33,92,14.03,overcast clouds
346,Beringovskiy,RU,63.05,179.3167,39.58,71,7,33.91,clear sky
347,Soyo,AO,-6.1349,12.3689,79.72,71,50,10.13,scattered clouds
348,Timra,SE,62.487,17.3257,57.67,62,0,9.22,clear sky
349,Asosa,ET,10.0667,34.5333,67.41,87,97,2.39,light rain
350,Kudat,MY,6.8837,116.8477,78.73,94,40,2.3,scattered clouds
351,Jacareacanga,BR,-6.2222,-57.7528,94.28,35,99,3.62,overcast clouds
352,Shemonaikha,KZ,50.6328,81.9056,46.94,66,80,2.44,broken clouds
353,La Ronge,CA,55.1001,-105.2842,28.65,86,20,5.75,few clouds
354,Hofn,IS,64.2539,-15.2082,48.22,49,20,19.57,few clouds
355,Kangaatsiaq,GL,68.3065,-53.4641,29.71,81,100,4.97,overcast clouds
356,Santa Fe,AR,-31.6333,-60.7,60.03,83,100,4.0,moderate rain
357,Bahawalpur,PK,29.4,71.6833,90.99,16,0,5.88,clear sky
358,Masvingo,ZW,-20.0637,30.8277,93.25,17,0,13.8,haze
359,Sibolga,ID,1.7427,98.7792,76.41,88,100,2.21,overcast clouds
360,Gudari,IN,19.35,83.7833,76.14,96,95,3.29,overcast clouds
361,Upanema,BR,-5.6419,-37.2578,92.03,37,12,14.63,few clouds
362,Bereda,ES,43.2686,-7.5406,72.41,77,48,6.11,scattered clouds
363,Sovetskoye,RU,52.2861,85.4131,40.37,95,100,3.27,overcast clouds
364,Zeya,RU,53.75,127.2667,30.38,71,100,3.98,overcast clouds
365,Angoche,MZ,-16.2325,39.9086,81.5,64,0,12.1,clear sky
366,Boden,SE,65.8252,21.6886,53.6,64,37,15.28,scattered clouds
367,Pemangkat,ID,1.1667,108.9667,79.25,83,100,2.93,moderate rain
368,Caravelas,BR,-17.7125,-39.2481,82.2,57,92,7.49,overcast clouds
369,Ancud,CL,-41.8697,-73.8203,47.3,73,100,3.78,overcast clouds
370,Saint-Francois,FR,46.4154,3.9054,65.64,68,75,5.75,broken clouds
371,Oxkutzcab,MX,20.3,-89.4167,69.96,74,9,2.33,clear sky
372,Zyryanka,RU,65.75,150.85,22.68,88,100,22.41,overcast clouds
373,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,98.6,25,39,8.1,scattered clouds
374,Nishihara,JP,26.1842,127.7558,79.88,78,20,10.36,few clouds
375,Talara,PE,-4.5772,-81.2719,63.36,82,40,21.85,scattered clouds
376,Faanui,PF,-16.4833,-151.75,77.68,75,21,25.93,few clouds
377,Vytegra,RU,61.0064,36.4481,49.95,90,100,14.2,overcast clouds
378,Naze,JP,28.3667,129.4833,74.32,75,21,6.42,few clouds
379,Paamiut,GL,61.994,-49.6678,35.76,78,96,5.97,overcast clouds
380,Barabai,ID,-2.5833,115.3833,76.17,91,100,1.03,overcast clouds
381,Ushtobe,KZ,45.2514,77.9838,59.88,18,0,11.72,clear sky
382,Emerald,AU,-23.5333,148.1667,69.35,76,2,17.58,clear sky
383,Wyndham,US,37.6985,-77.6125,62.76,89,0,3.44,clear sky
384,Verkhnevilyuysk,RU,63.4453,120.3167,21.51,85,34,7.29,scattered clouds
385,Ola,RU,59.5833,151.2833,23.94,66,16,7.02,few clouds
386,Kruisfontein,ZA,-34.0033,24.7314,67.89,46,100,20.36,overcast clouds
387,Dawlatabad,AF,36.4141,64.9053,69.22,10,0,7.58,clear sky
388,Lazaro Cardenas,MX,17.9583,-102.2,75.87,86,92,5.48,overcast clouds
389,Palmer,US,42.1584,-72.3287,60.17,89,40,0.0,scattered clouds
390,Pacific Grove,US,36.6177,-121.9166,57.02,98,100,4.61,mist
391,Zhuanghe,CN,39.7008,122.9911,48.69,51,0,5.79,clear sky
392,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,70,0,11.5,clear sky
393,Kailua,US,21.4022,-157.7394,75.18,85,100,6.91,heavy intensity rain
394,Longyearbyen,SJ,78.2186,15.6401,40.84,70,75,5.75,broken clouds
395,Itaituba,BR,-4.2761,-55.9836,87.96,74,20,9.22,few clouds
396,Sorong,ID,-0.8833,131.25,81.41,78,100,3.4,light rain
397,Kabalo,CD,-6.05,26.9167,91.24,36,100,4.07,overcast clouds
398,Kihei,US,20.785,-156.4656,77.02,92,75,6.91,broken clouds
399,Neiafu,TO,-18.65,-173.9833,77.68,83,75,2.3,broken clouds
400,Panalingaan,PH,8.7842,117.4231,80.19,85,100,2.37,moderate rain
401,Outjo,NA,-20.1167,16.15,98.85,7,8,8.55,clear sky
402,Sabla,NG,12.7525,4.7077,96.24,33,20,6.55,few clouds
403,Naberera,TZ,-4.2,36.9333,81.09,30,20,13.4,few clouds
404,Volokolamsk,RU,56.0336,35.9694,54.97,80,61,10.16,broken clouds
405,College,US,64.8569,-147.8028,39.58,87,75,3.44,broken clouds
406,Siedlce,PL,52.1677,22.2901,66.25,60,88,16.42,overcast clouds
407,Lagoa,PT,39.05,-27.9833,69.87,85,56,8.34,light rain
408,Pucallpa,PE,-8.3791,-74.5539,82.44,78,40,3.44,scattered clouds
409,Kilindoni,TZ,-7.9139,39.6668,78.49,66,60,16.55,broken clouds
410,Ternate,ID,0.8,127.4,82.42,77,100,3.13,overcast clouds
411,Morgan City,US,29.6994,-91.2068,66.2,94,0,0.0,mist
412,Cap Malheureux,MU,-19.9842,57.6142,74.46,61,2,11.99,clear sky
413,Zhangye,CN,38.9342,100.4517,53.15,30,100,1.14,overcast clouds
414,Pilar,BR,-9.5972,-35.9567,84.13,54,48,9.6,scattered clouds
415,Sao Miguel,BR,-5.4667,-35.3667,86.77,62,1,14.5,clear sky
416,Mariental,NA,-24.6333,17.9667,93.88,6,0,5.59,clear sky
417,Soloneshnoye,RU,51.6544,84.3197,45.36,80,99,2.51,overcast clouds
418,Narsaq,GL,60.9167,-46.05,35.82,70,2,5.7,clear sky
419,Walvis Bay,NA,-22.9575,14.5053,68.95,52,0,5.75,clear sky
420,Ulaangom,MN,49.9811,92.0667,39.65,80,100,8.72,overcast clouds
421,Bonthe,SL,7.5264,-12.505,80.1,79,97,4.63,moderate rain
422,Xixiang,CN,35.1628,112.865,53.62,80,100,3.62,overcast clouds
423,Gamba,GA,-2.65,10.0,80.49,75,39,12.37,scattered clouds
424,Faya,SA,18.3851,42.4509,78.91,31,98,5.99,overcast clouds
425,Gorontalo,ID,0.5412,123.0595,76.1,95,37,2.57,scattered clouds
426,Makakilo City,US,21.3469,-158.0858,73.72,84,0,6.91,clear sky
427,Yulara,AU,-25.2406,130.9889,68.81,51,5,20.29,clear sky
428,Blackwater,AU,-23.5833,148.8833,68.77,73,100,15.99,overcast clouds
429,Pochutla,MX,15.7432,-96.4661,73.22,79,59,4.54,broken clouds
430,Maningrida,AU,-12.0667,134.2667,82.53,78,4,10.0,clear sky
431,Moindou,NC,-21.6924,165.677,72.37,67,98,5.53,overcast clouds
432,Pervoye Maya,RU,56.164,44.7196,49.15,71,81,8.57,broken clouds
433,Digha,IN,21.6833,87.55,81.09,84,20,8.12,few clouds
434,Svetlyy,RU,54.675,20.1347,60.85,71,0,22.28,clear sky
435,Viedma,AR,-40.8135,-62.9967,63.82,34,0,20.33,clear sky
436,Shimoda,JP,34.6667,138.95,54.1,86,100,18.1,light rain
437,Samarina,RU,57.8878,27.8054,57.09,78,100,18.54,overcast clouds
438,Tiarei,PF,-17.5333,-149.3333,73.42,75,18,24.65,few clouds
439,Port-Cartier,CA,50.0334,-66.8654,50.76,84,91,2.77,overcast clouds
440,Zhengjiatun,CN,43.5064,123.5064,40.57,36,0,4.97,clear sky
441,Vanimo,PG,-2.6741,141.3028,79.43,88,100,5.59,light rain
442,Sioux Lookout,CA,50.1001,-91.917,32.07,100,100,11.5,mist
443,Sliema,MT,35.9125,14.5019,75.96,60,20,10.36,few clouds
444,Hamilton,US,39.1834,-84.5333,58.6,79,75,3.44,broken clouds
445,Misratah,LY,32.3754,15.0925,76.5,52,0,13.33,clear sky
446,Myitkyina,MM,25.3833,97.4,73.24,97,26,2.33,scattered clouds
447,Toucheng,TW,24.8592,121.8233,80.46,91,97,5.64,overcast clouds
448,Mashhad,IR,36.297,59.6062,75.34,19,0,9.22,clear sky
449,Greenwood,US,34.1668,-82.1165,59.63,77,0,3.44,clear sky
450,Biltine,TD,14.5333,20.9167,100.35,14,70,8.77,broken clouds
451,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.22,67,30,9.08,scattered clouds
452,Morros,BR,-9.4467,-46.3003,94.28,19,7,13.18,clear sky
453,Yenotayevka,RU,47.2456,47.0281,62.6,44,34,14.56,scattered clouds
454,Ballina,AU,-28.8667,153.5667,63.01,97,90,5.1,overcast clouds
455,Teguldet,RU,57.3064,88.1667,34.25,90,100,4.83,overcast clouds
456,Norman Wells,CA,65.282,-126.8329,33.84,100,20,4.61,few clouds
457,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.41,88,100,14.12,overcast clouds
458,Fuyang,CN,32.9,115.8167,49.15,94,100,5.35,overcast clouds
459,Bonavista,CA,48.6499,-53.1147,54.97,70,100,8.19,overcast clouds
460,Sola,VU,-13.8833,167.55,80.62,74,100,12.08,light rain
461,Tubalan,PH,6.495,125.5661,81.36,77,34,7.56,scattered clouds
462,Christchurch,NZ,-43.5333,172.6333,47.91,63,40,9.22,scattered clouds
463,Ponta Delgada,PT,37.7333,-25.6667,76.5,83,75,13.8,broken clouds
464,Lorengau,PG,-2.0226,147.2712,81.97,80,100,9.26,overcast clouds
465,Srednekolymsk,RU,67.45,153.6833,22.77,86,100,20.51,overcast clouds
466,Yeppoon,AU,-23.1333,150.7333,69.58,80,11,13.94,few clouds
467,Tarko-Sale,RU,64.9225,77.785,35.46,75,100,9.69,overcast clouds
468,Rio Claro,BR,-22.4114,-47.5614,85.51,45,90,11.18,overcast clouds
469,Lasa,IT,46.6166,10.7002,74.28,52,46,3.09,scattered clouds
470,Aberdeen,GB,57.1437,-2.0981,63.19,53,40,20.71,scattered clouds
471,Rancho Veloz,CU,22.8806,-80.3917,79.75,73,50,8.21,light rain
472,Laguna,US,38.421,-121.4238,70.77,86,0,3.44,clear sky
473,Usinsk,RU,65.9939,57.5281,41.14,91,100,12.1,overcast clouds
474,Kamenka,RU,51.3223,42.7678,51.19,70,100,11.68,overcast clouds
475,Wellington,NZ,-41.2866,174.7756,49.66,77,75,25.32,broken clouds
476,Puerto Colombia,CO,10.9878,-74.9547,78.89,80,97,6.24,overcast clouds
477,Nanortalik,GL,60.1432,-45.2371,36.91,79,4,10.47,clear sky
478,Pangai,TO,-19.8,-174.35,77.07,83,65,10.56,light rain
479,Vilyuysk,RU,63.7553,121.6247,23.45,72,72,10.87,broken clouds
480,Mazamari,PE,-11.3258,-74.5308,73.85,86,100,0.96,overcast clouds
481,Rizhao,CN,35.4275,119.4553,56.39,55,100,3.2,overcast clouds
482,Jacmel,HT,18.2342,-72.5347,84.04,73,78,3.18,broken clouds
483,Casas Grandes,MX,30.3667,-107.95,57.97,78,6,3.22,clear sky
484,Vangaindrano,MG,-23.35,47.6,78.85,59,0,12.75,clear sky
485,Saint-Augustin,CA,51.226,-58.6502,54.39,74,12,13.09,few clouds
486,Raudeberg,NO,61.9875,5.1352,52.47,1,100,36.91,overcast clouds
487,Half Moon Bay,US,37.4636,-122.4286,61.39,94,100,9.22,mist
488,San Lawrenz,MT,36.0553,14.204,74.86,66,6,3.15,clear sky
489,Leningradskiy,RU,69.3833,178.4167,31.57,85,100,7.67,overcast clouds
490,Stornoway,GB,58.2093,-6.3865,55.36,76,40,23.02,scattered clouds
491,Coxim,BR,-18.5067,-54.76,88.9,47,100,8.12,overcast clouds
492,Ambilobe,MG,-13.2,49.05,87.55,39,42,9.15,scattered clouds
493,Saint Marys,US,30.7305,-81.5465,70.02,83,0,5.75,clear sky
494,Ilulissat,GL,69.2167,-51.1,28.42,80,75,2.3,broken clouds
495,Padang,ID,-0.9492,100.3543,75.25,95,100,7.11,overcast clouds
496,Martapura,ID,-3.4167,114.85,78.89,89,99,2.3,overcast clouds
497,Porteirinha,BR,-15.7433,-43.0283,89.94,30,99,10.11,overcast clouds
498,Trincomalee,LK,8.5711,81.2335,85.05,62,100,11.01,overcast clouds
499,Streator,US,41.1209,-88.8354,55.56,96,9,5.5,clear sky
500,Liku,ID,-0.7275,119.8922,75.87,95,100,1.48,overcast clouds
501,Adrar,MR,20.5022,-10.0711,99.23,8,6,11.32,clear sky
502,Xiangfan,CN,32.0422,112.1448,50.07,91,100,3.38,overcast clouds
503,Henties Bay,NA,-22.116,14.2845,60.08,76,2,15.43,clear sky
504,Moron,AR,-34.6534,-58.6198,62.35,81,100,4.85,light rain
505,Ipswich,GB,52.0592,1.1555,66.31,56,15,5.01,few clouds
506,Khanpur,PK,28.6453,70.6567,91.69,18,0,6.6,clear sky
507,Nizwa,OM,22.9333,57.5333,96.33,12,8,7.05,clear sky
508,Souillac,MU,-20.5167,57.5167,71.98,73,40,12.66,scattered clouds
509,Constitucion,CL,-35.3333,-72.4167,55.18,63,76,2.44,broken clouds
510,Inuvik,CA,68.3499,-133.7218,34.66,93,100,10.36,fog
511,Kavaratti,IN,10.5669,72.642,81.84,74,100,17.67,light rain
512,Tromso,NO,69.6496,18.957,46.42,76,75,21.85,light intensity shower rain
513,Glendive,US,47.1053,-104.7125,40.62,91,100,9.22,overcast clouds
514,Pasighat,IN,28.0667,95.3333,73.81,97,97,2.71,overcast clouds
515,Nerchinskiy Zavod,RU,51.3088,119.61,26.62,53,0,1.9,clear sky
516,Buraydah,SA,26.326,43.975,97.25,6,0,10.33,clear sky
517,Beeville,US,28.4008,-97.7483,73.29,94,0,4.61,clear sky
518,Porto Novo,BJ,6.4965,2.6036,85.82,69,82,10.16,light rain
519,Amahai,ID,-3.3333,128.9167,79.54,85,98,2.21,overcast clouds
520,Olafsvik,IS,64.8945,-23.7142,42.48,68,100,13.18,overcast clouds
521,Kefalos,GR,36.7453,26.9589,79.02,41,20,16.11,few clouds
522,Zolotonosha,UA,49.6689,32.0377,66.18,47,69,10.74,broken clouds
523,Zhanaozen,KZ,43.3,52.8,74.98,8,29,3.22,scattered clouds
524,Kurchum,KZ,48.5722,83.6542,53.29,55,99,10.2,overcast clouds
525,Zherdevka,RU,51.8486,41.4606,51.24,79,100,7.9,overcast clouds
526,Honiara,SB,-9.4333,159.95,78.08,86,85,3.76,overcast clouds
527,Morro Bay,US,35.3658,-120.8499,63.12,27,23,1.57,few clouds
528,Barranca,PE,-10.75,-77.7667,60.46,78,94,5.06,overcast clouds
529,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,93.24,36,12,7.18,few clouds
530,Mount Pleasant,US,32.7941,-79.8626,70.0,86,0,1.01,clear sky
531,Vao,NC,-22.6667,167.4833,71.78,61,100,16.89,overcast clouds
532,Mainit,PH,9.535,125.5231,80.55,79,100,4.47,overcast clouds
533,Mae Sai,TH,20.4335,99.8762,74.62,88,21,1.05,few clouds
534,Benemerito De Las Americas,MX,16.5167,-90.6439,70.34,99,100,1.3,overcast clouds
535,Dois Vizinhos,BR,-25.7336,-53.0572,63.97,99,100,5.88,moderate rain
536,Kaeo,NZ,-35.1,173.7833,43.32,88,6,4.27,clear sky
537,San Quintin,MX,30.4833,-115.95,66.43,90,54,7.0,broken clouds
538,Srandakan,ID,-7.9386,110.2506,77.11,90,100,7.31,light rain
539,Zaysan,KZ,47.4667,84.8667,51.96,53,90,7.52,overcast clouds
540,Cavalcante,BR,-13.7975,-47.4583,90.28,27,4,11.34,clear sky
541,Keelung,TW,25.1283,121.7419,79.57,89,96,11.07,overcast clouds
542,Batagay-Alyta,RU,67.8006,130.4114,7.65,84,100,5.97,overcast clouds
543,Escarcega,MX,18.6089,-90.7454,77.32,67,48,1.54,scattered clouds
544,Santo Anastacio,BR,-21.8383,-51.6103,80.96,47,100,13.67,overcast clouds
545,Nago,JP,26.5881,127.9761,77.45,79,13,7.18,few clouds
546,Pavino,RU,59.1139,46.1414,46.4,87,82,4.23,broken clouds
547,Vredendal,ZA,-31.6683,18.5012,67.06,51,97,18.7,overcast clouds
548,Flagstaff,US,35.1981,-111.6513,50.59,89,0,3.44,clear sky
549,Devrek,TR,41.2192,31.9558,68.85,68,30,7.34,scattered clouds
550,Basco,PH,20.4487,121.9702,82.74,77,13,17.02,few clouds
551,Gudibanda,IN,13.6694,77.6983,69.75,89,100,4.38,moderate rain
552,Bindi,SL,9.9167,-11.45,86.56,59,37,0.85,scattered clouds
553,Baykit,RU,61.67,96.37,30.83,97,99,1.77,overcast clouds
554,Galle,LK,6.0367,80.217,78.53,85,71,12.37,light rain
555,Lola,GN,7.8,-8.5333,85.08,58,80,0.22,light rain
556,Korla,CN,41.7597,86.1469,59.76,30,2,5.61,clear sky
557,Coahuayana,MX,18.7333,-103.6833,76.57,84,93,2.82,overcast clouds
558,Luganville,VU,-15.5333,167.1667,77.85,86,100,7.31,overcast clouds
559,Tura,IN,25.5198,90.2201,72.75,97,19,3.76,few clouds
560,Bosaso,SO,11.2842,49.1816,87.78,79,40,11.5,scattered clouds
561,San Jeronimo,PE,-11.9472,-75.2829,57.87,38,100,1.48,overcast clouds
562,Namatanai,PG,-3.6667,152.4333,80.85,75,84,12.35,broken clouds
563,Mascote,BR,-15.5631,-39.3025,81.3,64,100,3.18,overcast clouds
564,Bezhanitsy,RU,56.9767,29.8907,57.63,74,66,13.73,broken clouds
565,Taoudenni,ML,22.6783,-3.9836,109.78,8,2,7.34,clear sky
566,Dubbo,AU,-32.25,148.6167,59.13,88,100,9.22,overcast clouds
567,Conde,BR,-7.2597,-34.9075,83.66,70,75,5.75,broken clouds
568,Sadovoye,RU,47.7764,44.5089,59.77,48,65,12.03,broken clouds
569,Great Yarmouth,GB,52.6083,1.7305,66.25,54,13,18.99,few clouds
570,Port Keats,AU,-14.25,129.55,82.18,77,8,4.27,clear sky
571,Mareeba,AU,-17.0,145.4333,72.45,85,89,3.96,overcast clouds
572,Nome,US,64.5011,-165.4064,44.67,77,100,20.71,overcast clouds
573,Carauari,BR,-4.8828,-66.8958,93.67,44,71,3.13,broken clouds
574,Ust-Maya,RU,60.4167,134.5333,23.2,94,95,2.19,overcast clouds
575,Dakar,SN,14.6937,-17.4441,88.68,78,16,9.46,few clouds
576,Morondava,MG,-20.2833,44.2833,78.87,76,0,15.82,clear sky
577,Severomuysk,RU,56.1481,113.4267,12.4,91,100,4.16,overcast clouds
578,Bismil,TR,37.8486,40.6658,95.11,15,0,11.39,clear sky
579,Margate,GB,51.3813,1.3862,65.7,52,21,7.0,few clouds
580,Kaseda,JP,31.4167,130.3167,71.46,72,89,6.67,overcast clouds
581,Cicero Dantas,BR,-10.6,-38.3833,89.98,33,34,11.56,scattered clouds
582,Mahajanga,MG,-15.7167,46.3167,87.82,42,0,11.5,clear sky
583,Abu Samrah,SY,35.3029,37.1841,86.14,18,0,5.79,clear sky
584,Shirgaon,IN,19.7,72.7,80.8,78,100,6.73,overcast clouds
585,Chongwe,ZM,-15.3292,28.682,91.33,11,1,10.25,clear sky
586,Maloy,NO,61.9353,5.1136,53.33,1,100,35.9,overcast clouds
587,Bol,TD,13.4586,14.7147,82.53,71,75,12.86,broken clouds
588,Mocuba,MZ,-16.8392,36.9856,95.59,24,0,13.78,clear sky
589,Port Hawkesbury,CA,45.6169,-61.3485,58.78,99,100,9.22,mist
590,Koslan,RU,63.4564,48.8989,43.77,97,100,5.19,overcast clouds
591,Ippy,CF,6.2679,21.2247,74.86,83,100,0.85,overcast clouds
592,Hornepayne,CA,49.2138,-84.7705,35.73,96,100,13.38,light rain
593,Sudak,UA,44.85,34.9667,63.68,48,31,0.85,scattered clouds
594,Husavik,IS,66.0449,-17.3389,37.11,98,100,12.77,overcast clouds
595,Trelew,AR,-43.249,-65.3051,59.27,29,0,26.46,clear sky
596,Wegorzewo,PL,54.2157,21.7372,61.02,60,1,18.01,clear sky
597,Carutapera,BR,-1.195,-46.02,85.19,64,99,11.34,overcast clouds
598,Obidos,BR,-1.9175,-55.5181,94.86,36,80,7.2,broken clouds
599,Sinegorye,RU,62.0788,150.477,17.08,95,100,4.59,light snow
600,Athabasca,CA,54.7169,-113.2854,32.41,88,10,5.93,clear sky
601,Kayan,MM,16.9056,96.5631,82.54,79,43,4.9,scattered clouds
602,Surt,LY,31.2089,16.5887,75.87,64,33,16.15,scattered clouds
603,Mmathubudukwane,BW,-24.6,26.4333,98.73,8,0,9.44,clear sky
604,Tulun,RU,54.5611,100.5792,29.25,90,100,2.26,overcast clouds
605,Machinga,MW,-15.1685,35.3,92.84,13,0,6.78,clear sky
606,Skwierzyna,PL,52.5991,15.5065,67.48,41,1,12.46,clear sky
607,Turayf,SA,31.6725,38.6637,95.25,17,20,4.61,few clouds
608,Beian,NO,63.6559,9.5683,51.01,87,40,23.02,scattered clouds
609,Puerto Carreno,CO,6.189,-67.4859,78.78,89,75,3.44,broken clouds
610,Kudahuvadhoo,MV,2.6708,72.8944,81.88,77,60,21.0,broken clouds
611,Egvekinot,RU,66.3167,-179.1667,27.14,76,100,37.76,overcast clouds
612,Zhigansk,RU,66.7697,123.3711,21.45,87,88,20.09,overcast clouds
613,Sion,CH,46.2291,7.3594,76.21,51,0,10.36,clear sky
614,Verkh-Usugli,RU,52.7,115.1667,24.37,56,17,2.93,few clouds
615,Sivas,TR,39.7916,37.0019,61.43,58,20,18.41,few clouds
616,Campoverde,PE,-8.4753,-74.8058,82.09,55,90,2.8,overcast clouds
617,Tateyama,JP,34.9833,139.8667,58.1,85,100,17.05,overcast clouds
618,San Jose,US,37.3394,-121.895,62.2,90,0,0.0,clear sky
619,Lupiro,TZ,-8.3833,36.6667,92.03,23,13,6.24,few clouds
620,Svetlogorsk,BY,52.6333,29.7333,59.94,69,12,11.43,few clouds
621,Rome,US,34.257,-85.1647,59.47,87,0,0.0,clear sky
622,Puerto Montt,CL,-41.4698,-72.9447,49.03,81,75,3.44,broken clouds
623,Natitingou,BJ,10.3042,1.3796,87.24,54,33,5.68,light rain
624,Ust-Kuyga,RU,70.0167,135.6,15.89,97,91,5.73,light snow
625,Rosa Zarate,EC,0.3333,-79.4667,74.12,81,100,0.69,overcast clouds
626,Iskateley,RU,67.6803,53.1512,42.35,93,100,11.34,overcast clouds
627,Shelburne,CA,44.0787,-80.2041,56.75,70,100,9.17,overcast clouds
628,Haukipudas,FI,65.1765,25.3523,51.85,81,2,18.66,clear sky
629,Nuevo Progreso,MX,23.1667,-97.95,73.47,80,97,4.59,overcast clouds
630,Tadine,NC,-21.55,167.8833,70.92,73,100,16.42,overcast clouds
631,Koulikoro,ML,14.0,-7.75,96.26,31,24,9.73,few clouds
632,Bainbridge,US,47.6262,-122.5212,56.84,92,100,0.0,mist
633,Pergamino,AR,-33.89,-60.5736,62.19,74,100,8.01,light rain
634,Sarahan,IN,31.5167,77.8,56.34,88,10,0.47,clear sky
635,Gravdal,NO,68.1214,13.5031,49.89,71,75,16.11,light intensity shower rain
636,Elizabeth City,US,36.2946,-76.2511,66.22,86,40,8.05,scattered clouds
637,Kyzyl-Suu,KG,42.3414,78.0056,48.88,57,57,3.36,broken clouds
638,La Ciotat,FR,43.1748,5.6045,79.61,79,40,8.66,scattered clouds
639,Watsa,CD,3.0372,29.5355,80.53,62,69,4.32,broken clouds
640,Acajutla,SV,13.5928,-89.8275,81.21,66,99,3.62,overcast clouds
641,Yumen,CN,40.2833,97.2,51.48,33,0,11.12,clear sky
642,Plettenberg Bay,ZA,-34.0527,23.3716,62.91,61,100,6.42,overcast clouds
643,Asfi,MA,32.2994,-9.2372,74.64,70,11,14.63,few clouds
644,Veraval,IN,20.9,70.3667,81.91,77,31,14.36,scattered clouds
645,Mendi,PG,-6.1761,143.6513,56.73,98,100,1.39,moderate rain
646,Wanlaweyn,SO,2.6185,44.8938,86.56,48,76,23.98,broken clouds
647,Alasehir,TR,38.3508,28.5172,78.66,29,61,9.66,broken clouds
648,Formosa,AR,-26.1775,-58.1781,66.18,94,100,11.5,drizzle
649,Santiago De Cuba,CU,20.0247,-75.8219,82.51,74,20,9.22,few clouds
650,Tessalit,ML,20.1986,1.0114,103.75,9,17,12.19,few clouds
651,Shitanjing,CN,39.2342,106.3439,49.35,31,0,3.31,clear sky
652,Mabaruma,GY,8.2,-59.7833,87.8,59,45,5.59,scattered clouds
653,Tual,ID,-5.6667,132.75,83.35,78,100,16.89,overcast clouds
654,Sheffield,GB,53.383,-1.4659,65.01,72,79,5.01,broken clouds
655,Aklavik,CA,68.2191,-135.0107,30.02,91,100,17.07,overcast clouds
656,Gilbues,BR,-9.8317,-45.3439,95.76,20,10,13.69,clear sky
657,Salina,US,38.8403,-97.6114,50.13,87,0,0.0,mist
658,Buchanan,LR,5.8808,-10.0467,81.63,73,78,8.9,light rain
659,Chulym,RU,55.0997,80.9572,42.49,89,84,3.62,broken clouds
660,Isangel,VU,-19.55,169.2667,73.81,88,100,12.28,light rain
661,Lavrentiya,RU,65.5833,-171.0,38.5,72,7,29.21,clear sky
662,Sorland,NO,67.667,12.6934,48.06,81,100,16.11,light intensity shower rain
663,Vasai,IN,19.47,72.8,82.49,78,100,4.83,overcast clouds
664,Arman,RU,59.7,150.1667,22.59,69,45,7.36,scattered clouds
665,Waipawa,NZ,-41.4122,175.5153,40.19,92,100,17.09,overcast clouds
666,Biloela,AU,-24.4167,150.5,65.43,82,41,7.02,scattered clouds
